tick: 1.0,             Human number: 100,             Zombie number: 5
tick: 6371.0,             Human number: 0,             Zombie number: 105
tick: 6372.0,             Human number: 0,             Zombie number: 105
tick: 6373.0,             Human number: 0,             Zombie number: 105
tick: 6374.0,             Human number: 0,             Zombie number: 105
tick: 6375.0,             Human number: 0,             Zombie number: 105
tick: 6376.0,             Human number: 0,             Zombie number: 105
tick: 6377.0,             Human number: 0,             Zombie number: 105
tick: 6378.0,             Human number: 0,             Zombie number: 105
tick: 6379.0,             Human number: 0,             Zombie number: 105
tick: 6380.0,             Human number: 0,             Zombie number: 105
tick: 6381.0,             Human number: 0,             Zombie number: 105
tick: 6382.0,             Human number: 0,             Zombie number: 105
tick: 6383.0,             Human number: 0,             Zombie number: 105
tick: 6384.0,             Human number: 0,             Zombie number: 105
tick: 6385.0,             Human number: 0,             Zombie number: 105
tick: 6386.0,             Human number: 0,             Zombie number: 105
tick: 6387.0,             Human number: 0,             Zombie number: 105
tick: 6388.0,             Human number: 0,             Zombie number: 105
tick: 6389.0,             Human number: 0,             Zombie number: 105
tick: 6390.0,             Human number: 0,             Zombie number: 105
tick: 6391.0,             Human number: 0,             Zombie number: 105
tick: 6392.0,             Human number: 0,             Zombie number: 105
tick: 6393.0,             Human number: 0,             Zombie number: 105
tick: 6394.0,             Human number: 0,             Zombie number: 105
tick: 6395.0,             Human number: 0,             Zombie number: 105
tick: 6396.0,             Human number: 0,             Zombie number: 105
tick: 6397.0,             Human number: 0,             Zombie number: 105
tick: 6398.0,             Human number: 0,             Zombie number: 105
tick: 6399.0,             Human number: 0,             Zombie number: 105
tick: 6400.0,             Human number: 0,             Zombie number: 105
tick: 6401.0,             Human number: 0,             Zombie number: 105
tick: 6402.0,             Human number: 0,             Zombie number: 105
tick: 6403.0,             Human number: 0,             Zombie number: 105
tick: 6404.0,             Human number: 0,             Zombie number: 105
tick: 6405.0,             Human number: 0,             Zombie number: 105
tick: 6406.0,             Human number: 0,             Zombie number: 105
tick: 6407.0,             Human number: 0,             Zombie number: 105
tick: 6408.0,             Human number: 0,             Zombie number: 105
tick: 6409.0,             Human number: 0,             Zombie number: 105
tick: 6410.0,             Human number: 0,             Zombie number: 105
tick: 6411.0,             Human number: 0,             Zombie number: 105
tick: 6412.0,             Human number: 0,             Zombie number: 105
tick: 6413.0,             Human number: 0,             Zombie number: 105
tick: 6414.0,             Human number: 0,             Zombie number: 105
tick: 6415.0,             Human number: 0,             Zombie number: 105
tick: 6416.0,             Human number: 0,             Zombie number: 105
tick: 6417.0,             Human number: 0,             Zombie number: 105
tick: 6418.0,             Human number: 0,             Zombie number: 105
tick: 6419.0,             Human number: 0,             Zombie number: 105
tick: 6420.0,             Human number: 0,             Zombie number: 105
tick: 6421.0,             Human number: 0,             Zombie number: 105
tick: 6422.0,             Human number: 0,             Zombie number: 105
tick: 6423.0,             Human number: 0,             Zombie number: 105
tick: 6424.0,             Human number: 0,             Zombie number: 105
tick: 6425.0,             Human number: 0,             Zombie number: 105
tick: 6426.0,             Human number: 0,             Zombie number: 105
tick: 6427.0,             Human number: 0,             Zombie number: 105
tick: 6428.0,             Human number: 0,             Zombie number: 105
tick: 6429.0,             Human number: 0,             Zombie number: 105
tick: 6430.0,             Human number: 0,             Zombie number: 105
tick: 6431.0,             Human number: 0,             Zombie number: 105
tick: 6432.0,             Human number: 0,             Zombie number: 105
tick: 6433.0,             Human number: 0,             Zombie number: 105
tick: 6434.0,             Human number: 0,             Zombie number: 105
tick: 6435.0,             Human number: 0,             Zombie number: 105
tick: 6436.0,             Human number: 0,             Zombie number: 105
tick: 6437.0,             Human number: 0,             Zombie number: 105
tick: 6438.0,             Human number: 0,             Zombie number: 105
tick: 6439.0,             Human number: 0,             Zombie number: 105
tick: 6440.0,             Human number: 0,             Zombie number: 105
tick: 6441.0,             Human number: 0,             Zombie number: 105
tick: 6442.0,             Human number: 0,             Zombie number: 105
tick: 6443.0,             Human number: 0,             Zombie number: 105
tick: 6444.0,             Human number: 0,             Zombie number: 105
tick: 6445.0,             Human number: 0,             Zombie number: 105
tick: 6446.0,             Human number: 0,             Zombie number: 105
tick: 6447.0,             Human number: 0,             Zombie number: 105
tick: 6448.0,             Human number: 0,             Zombie number: 105
tick: 6449.0,             Human number: 0,             Zombie number: 105
tick: 6450.0,             Human number: 0,             Zombie number: 105
tick: 6451.0,             Human number: 0,             Zombie number: 105
tick: 6452.0,             Human number: 0,             Zombie number: 105
tick: 6453.0,             Human number: 0,             Zombie number: 105
tick: 6454.0,             Human number: 0,             Zombie number: 105
tick: 6455.0,             Human number: 0,             Zombie number: 105
tick: 6456.0,             Human number: 0,             Zombie number: 105
tick: 6457.0,             Human number: 0,             Zombie number: 105
tick: 6458.0,             Human number: 0,             Zombie number: 105
tick: 6459.0,             Human number: 0,             Zombie number: 105
tick: 6460.0,             Human number: 0,             Zombie number: 105
tick: 6461.0,             Human number: 0,             Zombie number: 105
tick: 6462.0,             Human number: 0,             Zombie number: 105
